time V0 V1 dEc dEp dEtot
0.632000 19.627092 19.626502 -1.180073 0.078035 -1.102038
0.633000 19.626502 19.625913 -1.179901 0.077962 -1.101939
0.634000 19.625913 19.625323 -1.179727 0.077888 -1.101839
0.635000 19.625323 19.624733 -1.179553 0.077813 -1.101740
0.636000 19.624733 19.624144 -1.179379 0.077738 -1.101641
0.637000 19.624144 19.623554 -1.179204 0.077662 -1.101542
0.638000 19.623554 19.622965 -1.179028 0.077586 -1.101442
0.639000 19.622965 19.622375 -1.178852 0.077509 -1.101343
0.640000 19.622375 19.621786 -1.178675 0.077431 -1.101244
0.641000 19.621786 19.621197 -1.178498 0.077353 -1.101145
0.642000 19.621197 19.620608 -1.178320 0.077274 -1.101045
0.643000 19.620608 19.620019 -1.178141 0.077195 -1.100946
0.644000 19.620019 19.619430 -1.177962 0.077115 -1.100847
0.645000 19.619430 19.618841 -1.177782 0.077034 -1.100748
0.646000 19.618841 19.618252 -1.177602 0.076953 -1.100649
0.647000 19.618252 19.617663 -1.177421 0.076871 -1.100550
0.648000 19.617663 19.617075 -1.177239 0.076788 -1.100451
0.649000 19.617075 19.616486 -1.177057 0.076705 -1.100352
0.650000 19.616486 19.615897 -1.176874 0.076621 -1.100253
0.651000 19.615897 19.615309 -1.176690 0.076537 -1.100154
0.652000 19.615309 19.614721 -1.176506 0.076452 -1.100055
0.653000 19.614721 19.614132 -1.176322 0.076366 -1.099956
0.654000 19.614132 19.613544 -1.176136 0.076280 -1.099857
0.655000 19.613544 19.612956 -1.175951 0.076193 -1.099758
0.656000 19.612956 19.612368 -1.175764 0.076106 -1.099659
0.657000 19.612368 19.611780 -1.175577 0.076017 -1.099560
0.658000 19.611780 19.611192 -1.175389 0.075929 -1.099461
0.659000 19.611192 19.610604 -1.175201 0.075839 -1.099362
0.660000 19.610604 19.610016 -1.175012 0.075749 -1.099263
0.661000 19.610016 19.609428 -1.174823 0.075659 -1.099164
0.662000 19.609428 19.608841 -1.174633 0.075567 -1.099065
0.663000 19.608841 19.608253 -1.174442 0.075475 -1.098967
0.664000 19.608253 19.607666 -1.174251 0.075383 -1.098868
0.665000 19.607666 19.607078 -1.174059 0.075290 -1.098769
0.666000 19.607078 19.606491 -1.173866 0.075196 -1.098670
0.667000 19.606491 19.605904 -1.173673 0.075102 -1.098572
0.668000 19.605904 19.605316 -1.173480 0.075007 -1.098473
0.669000 19.605316 19.604729 -1.173285 0.074911 -1.098374
0.670000 19.604729 19.604142 -1.173090 0.074815 -1.098276
0.671000 19.604142 19.603555 -1.172895 0.074718 -1.098177
0.672000 19.603555 19.602969 -1.172699 0.074620 -1.098078
0.673000 19.602969 19.602382 -1.172502 0.074522 -1.097980
0.674000 19.602382 19.601795 -1.172304 0.074423 -1.097881
0.675000 19.601795 19.601209 -1.172106 0.074324 -1.097783
0.676000 19.601209 19.600622 -1.171908 0.074224 -1.097684
0.677000 19.600622 19.600036 -1.171709 0.074123 -1.097586
0.678000 19.600036 19.599449 -1.171509 0.074022 -1.097487
0.679000 19.599449 19.598863 -1.171309 0.073921 -1.097389
0.680000 19.598863 19.598277 -1.171108 0.073818 -1.097290
0.681000 19.598277 19.597691 -1.170907 0.073715 -1.097192
0.682000 19.597691 19.597105 -1.170705 0.073612 -1.097093
0.683000 19.597105 19.596519 -1.170503 0.073508 -1.096995
0.684000 19.596519 19.595933 -1.170300 0.073403 -1.096896
0.685000 19.595933 19.595347 -1.170096 0.073298 -1.096798
0.686000 19.595347 19.594761 -1.169892 0.073192 -1.096700
0.687000 19.594761 19.594176 -1.169687 0.073085 -1.096601
0.688000 19.594176 19.593590 -1.169481 0.072978 -1.096503
0.689000 19.593590 19.593005 -1.169275 0.072870 -1.096405
0.690000 19.593005 19.592419 -1.169068 0.072762 -1.096306
0.691000 19.592419 19.591834 -1.168861 0.072653 -1.096208
0.692000 19.591834 19.591249 -1.168653 0.072543 -1.096110
0.693000 19.591249 19.590664 -1.168444 0.072433 -1.096012
0.694000 19.590664 19.590079 -1.168235 0.072322 -1.095914
0.695000 19.590079 19.589494 -1.168025 0.072210 -1.095815
0.696000 19.589494 19.588909 -1.167815 0.072098 -1.095717
0.697000 19.588909 19.588324 -1.167604 0.071985 -1.095619
0.698000 19.588324 19.587740 -1.167392 0.071871 -1.095521
0.699000 19.587740 19.587155 -1.167180 0.071757 -1.095423
0.700000 19.587155 19.586571 -1.166968 0.071643 -1.095325
0.701000 19.586571 19.585986 -1.166754 0.071527 -1.095227
0.702000 19.585986 19.585402 -1.166540 0.071411 -1.095129
0.703000 19.585402 19.584818 -1.166326 0.071295 -1.095031
0.704000 19.584818 19.584234 -1.166111 0.071178 -1.094933
0.705000 19.584234 19.583650 -1.165895 0.071060 -1.094835
0.706000 19.583650 19.583066 -1.165679 0.070942 -1.094737
0.707000 19.583066 19.582482 -1.165462 0.070823 -1.094639
0.708000 19.582482 19.581898 -1.165245 0.070703 -1.094541
0.709000 19.581898 19.581315 -1.165027 0.070583 -1.094443
0.710000 19.581315 19.580731 -1.164808 0.070463 -1.094345
0.711000 19.580731 19.580148 -1.164589 0.070341 -1.094248
0.712000 19.580148 19.579564 -1.164369 0.070219 -1.094150
0.713000 19.579564 19.578981 -1.164149 0.070097 -1.094052
0.714000 19.578981 19.578398 -1.163928 0.069974 -1.093954
0.715000 19.578398 19.577815 -1.163706 0.069850 -1.093856
0.716000 19.577815 19.577232 -1.163484 0.069725 -1.093759
0.717000 19.577232 19.576649 -1.163261 0.069600 -1.093661
0.718000 19.576649 19.576066 -1.163038 0.069475 -1.093563
0.719000 19.576066 19.575483 -1.162814 0.069348 -1.093466
0.720000 19.575483 19.574900 -1.162590 0.069222 -1.093368
0.721000 19.574900 19.574318 -1.162364 0.069094 -1.093270
0.722000 19.574318 19.573736 -1.162139 0.068966 -1.093173
0.723000 19.573736 19.573153 -1.161912 0.068837 -1.093075
0.724000 19.573153 19.572571 -1.161685 0.068708 -1.092978
0.725000 19.572571 19.571989 -1.161458 0.068578 -1.092880
0.726000 19.571989 19.571407 -1.161230 0.068447 -1.092783
0.727000 19.571407 19.570825 -1.161001 0.068316 -1.092685
0.728000 19.570825 19.570243 -1.160771 0.068184 -1.092588
0.729000 19.570243 19.569661 -1.160541 0.068051 -1.092490
0.730000 19.569661 19.569080 -1.160311 0.067918 -1.092393
0.731000 19.569080 19.568498 -1.160080 0.067784 -1.092295
0.732000 19.568498 19.567917 -1.159848 0.067650 -1.092198
0.733000 19.567917 19.567335 -1.159616 0.067515 -1.092101
0.734000 19.567335 19.566754 -1.159383 0.067379 -1.092003
0.735000 19.566754 19.566173 -1.159149 0.067243 -1.091906
0.736000 19.566173 19.565592 -1.158915 0.067106 -1.091809
0.737000 19.565592 19.565011 -1.158680 0.066969 -1.091712
0.738000 19.565011 19.564430 -1.158445 0.066831 -1.091614
0.739000 19.564430 19.563849 -1.158209 0.066692 -1.091517
0.740000 19.563849 19.563268 -1.157972 0.066553 -1.091420
0.741000 19.563268 19.562688 -1.157735 0.066413 -1.091323
0.742000 19.562688 19.562107 -1.157498 0.066272 -1.091226
0.743000 19.562107 19.561527 -1.157259 0.066131 -1.091128
0.744000 19.561527 19.560947 -1.157020 0.065989 -1.091031
0.745000 19.560947 19.560367 -1.156781 0.065846 -1.090934
0.746000 19.560367 19.559787 -1.156540 0.065703 -1.090837
0.747000 19.559787 19.559207 -1.156300 0.065559 -1.090740
0.748000 19.559207 19.558627 -1.156058 0.065415 -1.090643
0.749000 19.558627 19.558047 -1.155816 0.065270 -1.090546
0.750000 19.558047 19.557468 -1.155574 0.065124 -1.090449
0.751000 19.557468 19.556888 -1.155330 0.064978 -1.090352
0.752000 19.556888 19.556309 -1.155087 0.064831 -1.090255
